alpha,beta,gamma,cell_id,is_reference,reference_name,seed,agent_name,mean_utility,cell_utility,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,cost,failure_rate,total_completed_value,total_job_value,completed_jobs,failed_jobs,steps_executed,hit_step_budget
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,871.2456,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,614.4531,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,721.2381,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,670.6179,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),89.5588,660.1794,0.54,0.6149,0.54,788.412,0.13,181.4,295.03,54,13,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,696.1097,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),110.2366,723.8983,0.58,0.6469,0.58,728.434,0.14,197.08,304.64,58,14,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,722.1139,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,784.6371,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,701.2446,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,655.9091,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,724.1891,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,694.1085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.05,2.0,alpha=4_beta=0.05_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,698.2353,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),131.355,760.7075,0.62,0.7128,0.62,672.25,0.17,215.58,302.44,62,17,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,648.5725,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,688.2273,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,755.2804,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,766.1825,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,691.4511,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,849.2456,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,598.4531,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,703.2381,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,630.6179,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),82.068,568.834,0.43,0.5349,0.43,687.32,0.07,157.8,295.03,43,7,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,676.1097,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.4876,687.6338,0.56,0.6353,0.56,690.524,0.13,193.54,304.64,56,13,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,686.1139,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,754.6371,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2996,673.2448,0.62,0.6811,0.62,1108.704,0.16,198.17,290.94,62,16,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,625.9091,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,696.1891,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,650.1085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.05,4.0,alpha=4_beta=0.05_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,654.2353,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),126.0814,786.7114,0.63,0.7182,0.63,731.286,0.18,217.21,302.44,63,18,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,684.285,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,722.2546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,791.4408,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,765.085,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,716.2422,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,861.5112,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,599.8662,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,699.0162,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,666.2758,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),88.1424,639.8824,0.54,0.6155,0.54,794.376,0.14,181.58,295.03,54,14,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,670.2994,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),118.1698,744.6798,0.62,0.6784,0.62,755.002,0.13,206.67,304.64,62,13,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,732.8678,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,785.6542,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,670.3692,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,642.5582,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,719.8582,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,706.417,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.1,0.5,alpha=4_beta=0.1_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,706.0706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),126.0814,777.7114,0.63,0.7182,0.63,731.286,0.18,217.21,302.44,63,18,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,673.785,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,713.2546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,783.4408,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,760.085,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,706.7422,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,856.0112,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,595.8662,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,694.5162,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,656.2758,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),88.1424,632.8824,0.54,0.6155,0.54,794.376,0.14,181.58,295.03,54,14,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,665.2994,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),118.1698,738.1798,0.62,0.6784,0.62,755.002,0.13,206.67,304.64,62,13,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,723.8678,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,778.1542,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,662.3692,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,635.0582,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,712.8582,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,695.417,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.1,1.0,alpha=4_beta=0.1_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,695.0706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),130.0386,765.3486,0.63,0.72,0.63,697.314,0.18,217.77,302.44,63,18,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,652.785,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,695.2546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,767.4408,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,750.085,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,687.7422,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,845.0112,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,587.8662,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,685.5162,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,636.2758,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),89.7624,620.9624,0.54,0.6149,0.54,786.376,0.13,181.4,295.03,54,13,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,655.2994,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),110.2366,687.4766,0.58,0.6469,0.58,728.434,0.14,197.08,304.64,58,14,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,705.8678,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,763.1542,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),70.4228,648.9328,0.62,0.6811,0.62,1117.472,0.16,198.17,290.94,62,16,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,620.0582,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,698.8582,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,673.417,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.1,2.0,alpha=4_beta=0.1_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,673.0706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),129.8078,721.2578,0.61,0.7081,0.61,673.422,0.17,214.15,302.44,61,17,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,610.785,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,659.2546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,735.4408,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,730.085,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,649.7422,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,823.0112,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,571.8662,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,667.5162,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,596.2758,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),82.068,534.468,0.43,0.5349,0.43,687.32,0.07,157.8,295.03,43,7,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,635.2994,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.4876,653.1076,0.56,0.6353,0.56,690.524,0.13,193.54,304.64,56,13,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,669.8678,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,733.1542,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),70.4526,601.9626,0.6,0.6605,0.6,1067.174,0.15,192.17,290.94,60,15,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,590.0582,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,670.8582,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,629.417,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.1,4.0,alpha=4_beta=0.1_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,629.0706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),126.0814,677.0185,0.63,0.7182,0.63,731.286,0.18,217.21,302.44,63,18,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,570.9225,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,635.3365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,731.922,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,656.7925,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,591.1155,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,782.808,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,520.1055,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,591.8505,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,563.2495,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),88.1424,520.726,0.54,0.6155,0.54,794.376,0.14,181.58,295.03,54,14,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,547.8685,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),118.1698,631.4295,0.62,0.6784,0.62,755.002,0.13,206.67,304.64,62,13,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,684.1295,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,721.2055,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,505.743,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,535.0055,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,643.8655,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,644.3425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
